transaction_id,model,attributed_session_id,attributed_source,utm_source,utm_medium,utm_campaign,ref_domain
ORD-20250303-195,last_click,1740937758-fQVwhPc0-Igx-2,google_ads,4DD6A7,7B4C8A,CF9453,source-4dd6a785.com
ORD-20250303-280,first_click,1740968268--BbqYI1-XB-1-1,google_ads,175C1C,7B4C8A,BCC4E9,source-175c1c8e.com
ORD-20250303-280,last_click,1740968268--BbqYI1-XB-1-2,other_referrer,,,,source-ee658ef2.com
ORD-20250303-311,first_click,,direct,,,,
ORD-20250303-311,last_click,,direct,,,,
ORD-20250303-327,first_click,,direct,,,,
ORD-20250303-327,last_click,,direct,,,,
ORD-20250303-338,first_click,1741015606-qTHcgvPNC4fu-1,microsoft_ads,738AA8,AE24AC,252453,source-4dd6a785.com
ORD-20250303-338,last_click,1741015606-qTHcgvPNC4fu-1,microsoft_ads,738AA8,AE24AC,252453,source-4dd6a785.com
ORD-20250303-342,first_click,1740868620-nf27s-eC89nX-1,utm_tagged,D25A02,7B4C8A,,source-20764338.com
ORD-20250303-342,last_click,1740868620-nf27s-eC89nX-7,google_ads,,,,www.google.com
ORD-20250303-351,first_click,,direct,,,,
ORD-20250303-351,last_click,,direct,,,,
ORD-20250303-360,first_click,1741011764-k3h5YzigIrpz-1,other_referrer,,,,source-175c1c8e.com
ORD-20250303-360,last_click,1741011764-k3h5YzigIrpz-1,other_referrer,,,,source-175c1c8e.com
ORD-20250303-375,first_click,,direct,,,,
ORD-20250303-375,last_click,,direct,,,,
ORD-20250303-390,first_click,,direct,,,,
ORD-20250303-390,last_click,,direct,,,,
ORD-20250303-422,first_click,1740968483-tXd3WuqvPRUc-1,utm_tagged,AF630F,7B4C8A,,source-e34e0c2e.com
ORD-20250303-422,last_click,1740968483-tXd3WuqvPRUc-2,google_ads,,,,www.google.com
ORD-20250303-436,first_click,1740977742-UEVdNBP3H0Kc-1,google_ads,,,,
ORD-20250303-436,last_click,1740977742-UEVdNBP3H0Kc-1,google_ads,,,,
ORD-20250303-461,first_click,1736137782-qnlIPdOzIMIV-1,google_organic,,,,www.google.com
ORD-20250303-461,last_click,1736137782-qnlIPdOzIMIV-2,google_ads,,,,www.google.com
ORD-20250303-472,first_click,,direct,,,,
ORD-20250303-472,last_click,,direct,,,,
ORD-20250303-483,first_click,1741007326-WnrlWM9-GVmn-1,utm_tagged,AF630F,7B4C8A,,
ORD-20250303-483,last_click,1741007326-WnrlWM9-GVmn-1,utm_tagged,AF630F,7B4C8A,,
ORD-20250303-491,first_click,1740960695-9YSJOqYpuNBg-1,other_referrer,,,,source-04805fd4.com
ORD-20250303-491,last_click,1740960695-9YSJOqYpuNBg-1,other_referrer,,,,source-04805fd4.com
ORD-20250303-797,first_click,1741021395-CFVOBs-1Q7Q3-1,other_referrer,,,,source-175c1c8e.com
ORD-20250303-797,last_click,1741021395-CFVOBs-1Q7Q3-1,other_referrer,,,,source-175c1c8e.com
ORD-20250304-130,first_click,1741066792-Bn_qfFAN35KC-1,microsoft_ads,175C1C,7B4C8A,588793,
ORD-20250304-130,last_click,1741066792-Bn_qfFAN35KC-2,microsoft_ads,175C1C,7B4C8A,588793,
ORD-20250304-138,first_click,,direct,,,,
ORD-20250304-138,last_click,,direct,,,,
ORD-20250304-181,first_click,1740602827-aKQxN3dv47qU-1,utm_tagged,AF630F,7B4C8A,,source-e34e0c2e.com
ORD-20250304-181,last_click,1740602827-aKQxN3dv47qU-3,utm_tagged,0CD4C0,7B4C8A,,source-e34e0c2e.com
ORD-20250304-213,first_click,1741053455-_cbIX7zsS0ah-1,utm_tagged,AF630F,7B4C8A,,
ORD-20250304-213,last_click,1741053455-_cbIX7zsS0ah-1,utm_tagged,AF630F,7B4C8A,,
ORD-20250304-267,first_click,,direct,,,,
ORD-20250304-267,last_click,,direct,,,,
ORD-20250304-326,first_click,,direct,,,,
ORD-20250304-326,last_click,,direct,,,,
ORD-20250304-352,first_click,,direct,,,,
ORD-20250304-352,last_click,,direct,,,,
ORD-20250304-364,first_click,,direct,,,,
ORD-20250304-364,last_click,,direct,,,,
ORD-20250304-372,first_click,1741061583-1xJY-QaHEHbk-1,google_ads,4DD6A7,7B4C8A,716104,
ORD-20250304-372,last_click,1741061583-1xJY-QaHEHbk-1,google_ads,4DD6A7,7B4C8A,716104,
ORD-20250304-382,first_click,,direct,,,,
ORD-20250304-382,last_click,,direct,,,,
ORD-20250304-383,first_click,1741052190-FG3JWmbHQ2Wf-1,utm_tagged,006D04,7B4C8A,,
ORD-20250304-383,last_click,1741052190-FG3JWmbHQ2Wf-2,google_ads,BABF38,7B4C8A,72219C,
ORD-20250304-387,first_click,,direct,,,,
ORD-20250304-387,last_click,,direct,,,,
ORD-20250304-399,first_click,,direct,,,,
ORD-20250304-399,last_click,,direct,,,,
ORD-20250304-465,first_click,1741039860-g1G5gJM2lnLd-1,utm_tagged,AF630F,7B4C8A,,source-e34e0c2e.com
ORD-20250304-465,last_click,1741039860-g1G5gJM2lnLd-2,utm_tagged,0CD4C0,7B4C8A,,
ORD-20250304-556,first_click,,direct,,,,
ORD-20250304-556,last_click,,direct,,,,
ORD-20250304-558,first_click,,direct,,,,
ORD-20250304-558,last_click,,direct,,,,
ORD-20250304-605,first_click,,direct,,,,
ORD-20250304-605,last_click,,direct,,,,
ORD-20250304-851,first_click,,direct,,,,
ORD-20250304-851,last_click,,direct,,,,
ORD-20250304-973,first_click,,direct,,,,
ORD-20250304-973,last_click,,direct,,,,
ORD-20250304-990,first_click,,direct,,,,
ORD-20250304-990,last_click,,direct,,,,
ORD-20250305-115,first_click,,direct,,,,
ORD-20250305-115,last_click,,direct,,,,
ORD-20250305-129,first_click,,direct,,,,
ORD-20250305-129,last_click,,direct,,,,
ORD-20250305-130,first_click,1741098656-VLN0zX3eoYUF-1,google_ads,,,,
ORD-20250305-130,last_click,1741098656-VLN0zX3eoYUF-2,google_ads,,,,
ORD-20250305-142,first_click,,direct,,,,
ORD-20250305-142,last_click,,direct,,,,
ORD-20250305-146,first_click,1741213600-JDpen8tTcE-t-1,google_ads,,,,
ORD-20250305-146,last_click,1741213600-JDpen8tTcE-t-1,google_ads,,,,
ORD-20250305-147,first_click,,direct,,,,
ORD-20250305-147,last_click,,direct,,,,
ORD-20250305-165,first_click,1741203820-TXa9VJ0OBvqk-1,google_ads,,,,
ORD-20250305-165,last_click,1741203820-TXa9VJ0OBvqk-1,google_ads,,,,
ORD-20250305-172,first_click,1741093942-1TGUKFxFShvW-1,google_ads,BABF38,7B4C8A,6B8650,
ORD-20250305-172,last_click,1741093942-1TGUKFxFShvW-1,google_ads,BABF38,7B4C8A,6B8650,
ORD-20250305-193,first_click,1741208600-lCDvZ1WxqfAX-1,google_ads,,,,
ORD-20250305-193,last_click,1741208600-lCDvZ1WxqfAX-1,google_ads,,,,
ORD-20250305-208,first_click,1741197755-usppw7h40ArJ-1,utm_tagged,D61405,7B4C8A,,
ORD-20250305-208,last_click,1741197755-usppw7h40ArJ-1,utm_tagged,D61405,7B4C8A,,
ORD-20250305-237,first_click,1741185478-HelJCsywi7PW-1,utm_tagged,AF630F,7B4C8A,,
ORD-20250305-237,last_click,1741185478-HelJCsywi7PW-1,utm_tagged,AF630F,7B4C8A,,
ORD-20250305-268,first_click,1741181676-YWfBbl50F3bT-1,utm_tagged,AF630F,7B4C8A,,
ORD-20250305-268,last_click,1741181676-YWfBbl50F3bT-1,utm_tagged,AF630F,7B4C8A,,
ORD-20250305-313,first_click,1741183127-k28N_HAOC7tf-1,utm_tagged,AF630F,7B4C8A,,
ORD-20250305-313,last_click,1741183127-k28N_HAOC7tf-1,utm_tagged,AF630F,7B4C8A,,
ORD-20250305-336,first_click,1741204237-HW1IJ7mYazh8-1,google_ads,,,,
ORD-20250305-336,last_click,1741204237-HW1IJ7mYazh8-1,google_ads,,,,
ORD-20250305-351,first_click,1740716840-5kNegoAcF2eq-1,google_organic,,,,www.google.com
ORD-20250305-351,last_click,1740716840-5kNegoAcF2eq-1,google_organic,,,,www.google.com
ORD-20250305-352,first_click,1741139343-TpdzsNTfdkgE-1,microsoft_ads,738AA8,AE24AC,3B2FAF,
ORD-20250305-352,last_click,1741139343-TpdzsNTfdkgE-1,microsoft_ads,738AA8,AE24AC,3B2FAF,
ORD-20250305-435,first_click,,direct,,,,
ORD-20250305-435,last_click,,direct,,,,
ORD-20250305-647,first_click,,direct,,,,
ORD-20250305-647,last_click,,direct,,,,
ORD-20250305-874,first_click,,direct,,,,
ORD-20250305-874,last_click,,direct,,,,
ORD-20250305-951,first_click,,direct,,,,
ORD-20250305-951,last_click,,direct,,,,
ORD-20250306-121,first_click,,direct,,,,
ORD-20250306-121,last_click,,direct,,,,
ORD-20250306-159,first_click,,direct,,,,
ORD-20250306-159,last_click,,direct,,,,
ORD-20250306-163,first_click,,direct,,,,
ORD-20250306-163,last_click,,direct,,,,
ORD-20250306-181,first_click,,direct,,,,
ORD-20250306-181,last_click,,direct,,,,
ORD-20250306-188,first_click,,direct,,,,
ORD-20250306-188,last_click,,direct,,,,
ORD-20250306-218,first_click,1741228930-suvZayBKZIRW-1,utm_tagged,3CD07E,7B4C8A,,
ORD-20250306-218,last_click,1741228930-suvZayBKZIRW-1,utm_tagged,3CD07E,7B4C8A,,
ORD-20250306-251,first_click,1741246567-x58ev1ceMQqh-1,google_ads,175C1C,7B4C8A,627699,
ORD-20250306-251,last_click,1741246567-x58ev1ceMQqh-1,google_ads,175C1C,7B4C8A,627699,
ORD-20250306-263,first_click,,direct,,,,
ORD-20250306-263,last_click,,direct,,,,
ORD-20250306-270,first_click,,direct,,,,
ORD-20250306-270,last_click,,direct,,,,
ORD-20250306-280,first_click,1739042523-0dWy0onVklGz-1,utm_tagged,CC0158,DAFE40,52375E,com.google.android.gm
ORD-20250306-280,last_click,1739042523-0dWy0onVklGz-2,google_ads,,,,
ORD-20250306-285,first_click,,direct,,,,
ORD-20250306-285,last_click,,direct,,,,
ORD-20250306-326,first_click,1741237076-LvugJ5SOd1_S-1,google_ads,,,,
ORD-20250306-326,last_click,1741237076-LvugJ5SOd1_S-1,google_ads,,,,
ORD-20250306-329,first_click,1741253258-H4cPyYPdJcCb-1,google_ads,,,,
ORD-20250306-329,last_click,1741253258-H4cPyYPdJcCb-1,google_ads,,,,
ORD-20250306-364,first_click,,direct,,,,
ORD-20250306-364,last_click,,direct,,,,
ORD-20250306-381,first_click,,direct,,,,
ORD-20250306-381,last_click,,direct,,,,
ORD-20250306-408,first_click,1741275672-IviYDxtrnbV0-1,google_ads,,,,
ORD-20250306-408,last_click,1741275672-IviYDxtrnbV0-1,google_ads,,,,
ORD-20250306-512,first_click,1741285459-G5ArR9CjhHMz-1,microsoft_ads,4DD6A7,7B4C8A,9C0F57,
ORD-20250306-512,last_click,1741285459-G5ArR9CjhHMz-1,microsoft_ads,4DD6A7,7B4C8A,9C0F57,
ORD-20250306-561,first_click,1741281290-5LSPljVJZT0E-1,microsoft_ads,BABF38,7B4C8A,DA56B5,
ORD-20250306-561,last_click,1741281290-5LSPljVJZT0E-1,microsoft_ads,BABF38,7B4C8A,DA56B5,
ORD-20250306-671,first_click,1741216775-PaVP4vM7pnGW-1,microsoft_ads,175C1C,7B4C8A,D78FC1,
ORD-20250306-671,last_click,1741216775-PaVP4vM7pnGW-1,microsoft_ads,175C1C,7B4C8A,D78FC1,
ORD-20250306-685,first_click,,direct,,,,
ORD-20250306-685,last_click,,direct,,,,
ORD-20250306-735,first_click,1741230403-QWnkOshzxJdZ-1,google_ads,BABF38,7B4C8A,FB7F3E,
ORD-20250306-735,last_click,1741230403-QWnkOshzxJdZ-1,google_ads,BABF38,7B4C8A,FB7F3E,
ORD-20250306-868,first_click,,direct,,,,
ORD-20250306-868,last_click,,direct,,,,
ORD-20250306-996,first_click,,direct,,,,
ORD-20250306-996,last_click,,direct,,,,
ORD-20250307-057,first_click,1741368422-QP9oLKX9sIXr-1,google_ads,,,,
ORD-20250307-057,last_click,1741368422-QP9oLKX9sIXr-1,google_ads,,,,
ORD-20250307-196,first_click,1741310594-KP5CQHYOhh2b-1,utm_tagged,94FB9B,7B4C8A,,
ORD-20250307-196,last_click,1741310594-KP5CQHYOhh2b-1,utm_tagged,94FB9B,7B4C8A,,
ORD-20250307-229,first_click,1741367456-uz2V75aLolvU-1,utm_tagged,99887F,7B4C8A,,
ORD-20250307-229,last_click,1741367456-uz2V75aLolvU-2,utm_tagged,AF630F,7B4C8A,,
ORD-20250307-230,first_click,1740775651-tVFVjk63xPB2-1,microsoft_ads,738AA8,AE24AC,32C61E,www.bing.com
ORD-20250307-230,last_click,1740775651-tVFVjk63xPB2-2,microsoft_ads,738AA8,AE24AC,32C61E,
ORD-20250307-233,first_click,,direct,,,,
ORD-20250307-233,last_click,,direct,,,,
ORD-20250307-237,first_click,,direct,,,,
ORD-20250307-237,last_click,,direct,,,,
ORD-20250307-307,first_click,,direct,,,,
ORD-20250307-307,last_click,,direct,,,,
ORD-20250307-319,first_click,,direct,,,,
ORD-20250307-319,last_click,,direct,,,,
ORD-20250307-330,first_click,,direct,,,,
ORD-20250307-330,last_click,,direct,,,,
ORD-20250307-344,first_click,1739840232-Qa5gyk_Kwh5w-2,utm_tagged,C20151,DAFE40,C10E62,
ORD-20250307-344,last_click,1739840232-Qa5gyk_Kwh5w-3,utm_tagged,B85F40,DAFE40,EFB6D6,
ORD-20250307-354,first_click,1741325373-_iNjR3SxkjMW-1,google_ads,,,,
ORD-20250307-354,last_click,1741325373-_iNjR3SxkjMW-1,google_ads,,,,
ORD-20250307-380,first_click,,direct,,,,
ORD-20250307-380,last_click,,direct,,,,
ORD-20250307-552,first_click,,direct,,,,
ORD-20250307-552,last_click,,direct,,,,
ORD-20250307-592,first_click,1741368807-cwG4UXzYpKRX-1,utm_tagged,AF630F,7B4C8A,,
ORD-20250307-592,last_click,1741368807-cwG4UXzYpKRX-1,utm_tagged,AF630F,7B4C8A,,
ORD-20250307-652,first_click,,direct,,,,
ORD-20250307-652,last_click,,direct,,,,
ORD-20250307-821,first_click,1740246936-TR7HRhn1o2cv-1,utm_tagged,320A94,9A780E,6520E7,
ORD-20250307-821,last_click,1740246936-TR7HRhn1o2cv-1,utm_tagged,320A94,9A780E,6520E7,
ORD-20250308-125,first_click,1740797092-DNdkS2c78b2l-2,utm_tagged,3F8844,9A780E,E9B68A,
ORD-20250308-125,last_click,1740797092-DNdkS2c78b2l-4,utm_tagged,E2AC2B,18B43C,F90304,
ORD-20250308-137,first_click,1740307306-6_9iQAayRmHn-3,microsoft_ads,738AA8,AE24AC,592CBE,
ORD-20250308-137,last_click,1740307306-6_9iQAayRmHn-3,microsoft_ads,738AA8,AE24AC,592CBE,
ORD-20250308-149,first_click,1741448986-fG-wvR6mt7tX-1,google_ads,,,,
ORD-20250308-149,last_click,1741448986-fG-wvR6mt7tX-2,google_ads,,,,
ORD-20250308-187,first_click,1741454510-4loTNj1AnjHM-1,google_ads,175C1C,7B4C8A,4E64F7,
ORD-20250308-187,last_click,1741454510-4loTNj1AnjHM-1,google_ads,175C1C,7B4C8A,4E64F7,
ORD-20250308-208,first_click,1741438403-Q6-Ercm31b9z-1,utm_tagged,B49B20,9A780E,268EFC,
ORD-20250308-208,last_click,1741438403-Q6-Ercm31b9z-1,utm_tagged,B49B20,9A780E,268EFC,
ORD-20250308-219,first_click,,direct,,,,
ORD-20250308-219,last_click,,direct,,,,
ORD-20250308-244,first_click,,direct,,,,
ORD-20250308-244,last_click,,direct,,,,
ORD-20250308-252,first_click,1740866022-ASLBAmfQjb0l-1,utm_tagged,B49B20,9A780E,BFE74A,
ORD-20250308-252,last_click,1740866022-ASLBAmfQjb0l-3,utm_tagged,3F8844,9A780E,7B0203,
ORD-20250308-273,first_click,,direct,,,,
ORD-20250308-273,last_click,,direct,,,,
ORD-20250308-279,first_click,,direct,,,,
ORD-20250308-279,last_click,,direct,,,,
ORD-20250308-307,first_click,1738717293-A8SGrDCUzoxx-3,google_ads,175C1C,7B4C8A,ED265E,
ORD-20250308-307,last_click,1738717293-A8SGrDCUzoxx-4,google_ads,175C1C,7B4C8A,ED265E,
ORD-20250308-323,first_click,1741392082-sVV7LZIyabRK-1,google_ads,,,,
ORD-20250308-323,last_click,1741392082-sVV7LZIyabRK-1,google_ads,,,,
ORD-20250308-371,first_click,,direct,,,,
ORD-20250308-371,last_click,,direct,,,,
ORD-20250308-389,first_click,1739721571-5zHR-SPEGkZr-3,google_ads,,,,
ORD-20250308-389,last_click,1739721571-5zHR-SPEGkZr-3,google_ads,,,,
ORD-20250308-402,first_click,,direct,,,,
ORD-20250308-402,last_click,,direct,,,,
ORD-20250308-431,first_click,,direct,,,,
ORD-20250308-431,last_click,,direct,,,,
ORD-20250308-435,first_click,1739118999-f2iFqbh8JCVu-2,utm_tagged,B49B20,9A780E,BFE74A,
ORD-20250308-435,last_click,1739118999-f2iFqbh8JCVu-2,utm_tagged,B49B20,9A780E,BFE74A,
ORD-20250308-450,first_click,1741313717-XoA7tCkAvrQ--1,utm_tagged,86FD9C,7B4C8A,,
ORD-20250308-450,last_click,1741313717-XoA7tCkAvrQ--2,utm_tagged,BABF38,7B4C8A,C7B043,
ORD-20250308-486,first_click,1741418003-ceRfMXA_Ram6-1,google_ads,,,,
ORD-20250308-486,last_click,1741418003-ceRfMXA_Ram6-1,google_ads,,,,
ORD-20250308-832,first_click,,direct,,,,
ORD-20250308-832,last_click,,direct,,,,
ORD-20250308-957,first_click,,direct,,,,
ORD-20250308-957,last_click,,direct,,,,
